długość fali [nm] - 1) P=637,9uW	natężenie, jednostki umowne - 1) P=637,9uW	długość fali [nm] - 2) P=1,844mW	natężenie, jednostki umowne - 2) P=1,844mW	długość fali [nm] - 3) P=3,451mW	natężenie, jednostki umowne - 3) P=3,451mW	długość fali [nm] - 4) P=5,397mW	natężenie, jednostki umowne - 4) P=5,397mW	długość fali [nm] - 5) P=7,643mW	natężenie, jednostki umowne - 5) P=7,643mW	długość fali [nm] - 6) P=10,16mW	natężenie, jednostki umowne - 6) P=10,16mW	długość fali [nm] - 7) P=12,93mW	natężenie, jednostki umowne - 7) P=12,93mW	długość fali [nm] - 8) P=15,95mW	natężenie, jednostki umowne - 8) P=15,95mW	
906	29,3195	906	103,072	906	266,232	906	520,86	906	791,979	906	1164,17	906	1605,64	906	2008,58	
907	15,6309	907	100,499	907	270,151	907	494,395	907	802,995	907	1157,08	907	1576,07	907	2029,84	
908	9,79311	908	102,359	908	238,713	908	492,817	908	785,044	908	1174,02	908	1589,39	908	2030,92	
909	53,3803	909	73,9383	909	240,735	909	476,258	909	807,322	909	1169,96	909	1577,28	909	2030,74	
910	37,6964	910	107,761	910	238,765	910	488,58	910	807,098	910	1198,42	910	1602,77	910	2004,28	
911	10,6255	911	94,4389	911	270,533	911	505,007	911	817,59	911	1179,34	911	1575,57	911	2006,62	
912	32,8511	912	73,7782	912	265,969	912	474,773	912	813,35	912	1174,62	912	1566,59	912	2001,96	
913	8,68363	913	88,6275	913	249,174	913	512,781	913	791,999	913	1158,2	913	1563,83	913	2022,85	
914	22,1406	914	111,72	914	280,516	914	478,214	914	791,284	914	1188,29	914	1569,22	914	2019,79	
915	37,7878	915	115,929	915	240,135	915	492,02	915	811,868	915	1192,56	915	1570,92	915	2038,72	
916	53,4891	916	94,1392	916	252,78	916	507,507	916	813,675	916	1161,16	916	1600,23	916	2006,33	
917	25,9259	917	99,5777	917	279,716	917	519,084	917	816,822	917	1200,99	917	1589,93	917	2029,88	
918	45,148	918	91,7258	918	264,202	918	520,089	918	790,505	918	1189,71	918	1605,18	918	2021,95	
919	27,8736	919	94,3481	919	265,09	919	522,437	919	827,771	919	1167,52	919	1592,73	919	2024,3	
920	41,0789	920	82,286	920	246,022	920	494,045	920	817,202	920	1172,7	920	1564,02	920	2034,47	
921	12,9137	921	114,62	921	273,206	921	496,987	921	814,829	921	1164,74	921	1597,28	921	2032,03	
922	42,7383	922	82,1495	922	261,131	922	509,348	922	827,791	922	1196,37	922	1556,35	922	1993,06	
923	8,50109	923	116,714	923	254,666	923	510,759	923	816,119	923	1190,14	923	1602,13	923	2026,25	
924	55,0311	924	108,242	924	277,143	924	502,421	924	808,922	924	1198,85	924	1556,41	924	1996,95	
925	50,4395	925	78,5772	925	256,769	925	505,273	925	823,438	925	1188,12	925	1558,9	925	2014,42	
926	13,6749	926	102,297	926	284,574	926	529,013	926	808,899	926	1158,18	926	1563,26	926	2032,4	
927	18,5281	927	97,0829	927	253,89	927	512,944	927	834,792	927	1200,1	927	1602,83	927	1996,62	
928	51,9676	928	124,477	928	266,933	928	496,986	928	799,529	928	1192,83	928	1599,1	928	2026,6	
929	37,344	929	115,358	929	240,522	929	495,425	929	835,473	929	1194,6	929	1580,49	929	1995,72	
930	8,40237	930	85,1471	930	278,463	930	529,971	930	820,774	930	1153,48	930	1593,89	930	2012,18	
931	48,1293	931	122,55	931	279,107	931	529,627	931	806,353	931	1157,93	931	1571,96	931	2014,41	
932	23,3026	932	103,392	932	252,123	932	514,136	932	805,452	932	1178,29	932	1569,68	932	2020,56	
933	29,5796	933	85,2617	933	254,946	933	490,458	933	827	933	1177,47	933	1553,75	933	2011,92	
934	51,1539	934	90,0388	934	280,916	934	485,486	934	841,259	934	1162,36	934	1579,89	934	1982,68	
935	10,649	935	91,1521	935	262,589	935	488,353	935	798,022	935	1164,59	935	1553,32	935	1990,73	
936	38,6469	936	115,404	936	276,726	936	504,521	936	843,188	936	1165,48	936	1562,95	936	1999,07	
937	9,57836	937	100,904	937	261,378	937	499	937	803,372	937	1163,57	937	1578,33	937	2004,63	
938	21,8001	938	107,261	938	277,541	938	520,989	938	811,313	938	1178,76	938	1587,62	938	2021,52	
939	20,7586	939	128,665	939	258,404	939	490,782	939	813,771	939	1166,43	939	1554,32	939	2007,08	
940	57,2256	940	94,2301	940	243,355	940	492,933	940	830,119	940	1161,36	940	1589,98	940	2002,93	
941	26,8006	941	108,061	941	279,486	941	524,017	941	840,083	941	1186,56	941	1563,8	941	1988	
942	51,6176	942	124,677	942	269,199	942	518,104	942	838,335	942	1182,41	942	1581,82	942	2017,8	
943	9,32495	943	124,907	943	248,738	943	504,611	943	827,268	943	1195,29	943	1589,71	943	2011,42	
944	33,9188	944	81,2143	944	251,334	944	505,555	944	805,432	944	1187,33	944	1551,77	944	1985,28	
945	46,6776	945	116,776	945	249,433	945	522,831	945	800,421	945	1197,45	945	1554,15	945	2005,92	
946	25,6629	946	101,67	946	276,607	946	525,275	946	809,641	946	1189,07	946	1560,37	946	2011,02	
947	23,2231	947	83,7151	947	248,923	947	517,198	947	832,631	947	1193,74	947	1575,92	947	2000,14	
948	11,3547	948	116,121	948	290,639	948	494,104	948	834,087	948	1181,48	948	1593,01	948	2003,15	
949	31,9085	949	114,118	949	272,068	949	493,445	949	811,968	949	1183,06	949	1584,99	949	1969,58	
950	35,9532	950	121,101	950	252,603	950	521,442	950	832,51	950	1159,8	950	1588,56	950	2005,57	
951	44,258	951	94,2519	951	254,152	951	537,472	951	825,51	951	1194,12	951	1574,58	951	1992	
952	49,2488	952	124,243	952	290,369	952	510,671	952	811,656	952	1172,33	952	1548,27	952	1997,25	
953	47,5096	953	128,695	953	272,459	953	521,209	953	815,095	953	1198,57	953	1565,82	953	1996,76	
954	32,8924	954	112,124	954	290,164	954	524,847	954	836,951	954	1190,2	954	1585,81	954	1956,88	
955	52,5533	955	114,778	955	276,432	955	525,289	955	819,651	955	1192,96	955	1568,17	955	1978,36	
956	33,7896	956	96,2967	956	280,758	956	507,769	956	837,314	956	1161,92	956	1560,3	956	1995,45	
957	25,3884	957	116,371	957	285,195	957	519,889	957	841,258	957	1179,92	957	1575,01	957	1960,57	
958	40,4619	958	126,444	958	299,113	958	505,819	958	802,711	958	1185,22	958	1550,61	958	1961,09	
959	52,1858	959	111,792	959	257,687	959	516,371	959	839,039	959	1173,53	959	1554,21	959	1990,76	
960	32,1602	960	127,654	960	279,667	960	512,187	960	845,206	960	1172,06	960	1584,91	960	1968,73	
961	10,7023	961	104,442	961	284,307	961	539,518	961	843,021	961	1190,53	961	1571,48	961	1949,95	
962	52,9515	962	103,11	962	257,033	962	527,894	962	828,972	962	1189,72	962	1564,25	962	1987,91	
963	13,656	963	107,088	963	258,76	963	497,461	963	808,392	963	1179,83	963	1556,96	963	1992,57	
964	23,6839	964	106,168	964	259,649	964	526,274	964	802,772	964	1153,47	964	1546,87	964	1947,31	
965	21,9272	965	129,226	965	253,195	965	522,469	965	808,629	965	1153,04	965	1542,47	965	1962,99	
966	14,0311	966	102,574	966	282,727	966	539,951	966	822,774	966	1168,15	966	1538,22	966	1952,23	
967	10,8653	967	86,4752	967	275,853	967	535,11	967	848,652	967	1194,25	967	1543,63	967	1949,59	
968	50,577	968	133,502	968	299,548	968	533,809	968	821,938	968	1165,02	968	1555,74	968	1966,47	
969	56,7932	969	99,6864	969	300,277	969	506,799	969	847,822	969	1194,52	969	1541,9	969	1981,04	
970	15,0474	970	105,096	970	303,249	970	506,147	970	848,317	970	1161,7	970	1573,64	970	1982,17	
971	54,3197	971	118,178	971	274,446	971	525,986	971	825,327	971	1158,89	971	1551,27	971	1960,04	
972	22,8885	972	110,895	972	263,978	972	541,826	972	804,525	972	1166,15	972	1549,86	972	1967,57	
973	48,7905	973	107,355	973	278,605	973	543,029	973	807,4	973	1162,78	973	1550,12	973	1943,21	
974	43,1436	974	105,379	974	291,884	974	528,643	974	822,676	974	1182,31	974	1527,37	974	1954,8	
975	36,4983	975	136,51	975	295,624	975	500,859	975	851,285	975	1170,92	975	1534,8	975	1929,75	
976	47,0358	976	98,8995	976	304,851	976	550,924	976	852,219	976	1156,27	976	1574,43	976	1975,97	
977	15,1086	977	134,105	977	259,72	977	523,924	977	846,62	977	1159,04	977	1531,72	977	1964,51	
978	31,791	978	102,308	978	290,378	978	513,485	978	834,034	978	1184,49	978	1570,38	978	1927,31	
979	50,6637	979	108,597	979	282,839	979	513,196	979	837,12	979	1151,94	979	1544,1	979	1969,34	
980	46,5146	980	91,4837	980	282,349	980	511,518	980	828,525	980	1157,96	980	1556,2	980	1955,3	
981	34,0122	981	92,6258	981	292,955	981	522,937	981	809,852	981	1147,41	981	1560,54	981	1930,42	
982	24,0508	982	103,629	982	267,692	982	503,216	982	817,649	982	1155,49	982	1530,23	982	1967,15	
983	34,0723	983	136,239	983	290,354	983	513,354	983	821,375	983	1162,64	983	1557,92	983	1940,91	
984	34,8416	984	131,596	984	280,721	984	506,576	984	830,93	984	1160,02	984	1553,87	984	1949,57	
985	52,519	985	131,444	985	277,006	985	544,068	985	853,827	985	1148,36	985	1552,32	985	1917,99	
986	11,2223	986	105,581	986	306,709	986	547,691	986	849,506	986	1162,85	986	1551,41	986	1931,22	
987	18,4979	987	100,376	987	301,827	987	543,371	987	825,462	987	1178,51	987	1521,4	987	1949,57	
988	43,3518	988	109,746	988	279,956	988	540,714	988	815,895	988	1164,47	988	1534,56	988	1942,41	
989	11,4172	989	134,385	989	279,223	989	525,058	989	828,413	989	1177,64	989	1558,39	989	1923,46	
990	59,0678	990	136,929	990	271,488	990	540,497	990	835,028	990	1170,17	990	1520,62	990	1953,21	
991	14,1636	991	132,601	991	301,529	991	528,485	991	838,245	991	1146,75	991	1554,94	991	1922,97	
992	13,1767	992	104,881	992	285,825	992	551,653	992	841,997	992	1175,1	992	1546,36	992	1941,8	
993	12,557	993	96,0777	993	291,137	993	513,474	993	815,072	993	1163,42	993	1555,7	993	1944,86	
994	51,9597	994	93,8951	994	279,705	994	524,583	994	837,699	994	1191,3	994	1512,56	994	1938,24	
995	53,9581	995	119,024	995	272,731	995	532,613	995	853,634	995	1166,25	995	1526,64	995	1945,15	
996	42,7595	996	118,95	996	275,984	996	511,715	996	835,853	996	1189,16	996	1528,14	996	1928,08	
997	16,1153	997	109,899	997	308,784	997	550,095	997	810,601	997	1170,47	997	1539,33	997	1904,92	
998	52,914	998	112,065	998	276,422	998	548,691	998	811,9	998	1149,33	998	1549,07	998	1896,2	
999	28,4599	999	92,2439	999	272,105	999	515,68	999	845,095	999	1189,32	999	1546,73	999	1925,86	
1000	14,1626	1000	99,4086	1000	269,534	1000	546,654	1000	830,842	1000	1174,26	1000	1548,58	1000	1916,69	
1001	20,0359	1001	93,217	1001	283,64	1001	541,138	1001	839,934	1001	1153,71	1001	1521	1001	1919,35	
1002	58,9937	1002	100,587	1002	305,793	1002	556,31	1002	813,777	1002	1172,17	1002	1549,47	1002	1922,43	
1003	38,8236	1003	101,835	1003	279,192	1003	546,103	1003	846,231	1003	1181,62	1003	1533,42	1003	1903,98	
1004	44,5787	1004	137,981	1004	277,96	1004	524,14	1004	826,285	1004	1155,75	1004	1512,25	1004	1912,21	
1005	34,5675	1005	102,06	1005	292,341	1005	525,523	1005	833,093	1005	1184,45	1005	1548,37	1005	1917,93	
1006	46,9808	1006	104,409	1006	304,236	1006	521,82	1006	845,167	1006	1164,81	1006	1504,05	1006	1929,55	
1007	12,5451	1007	120,677	1007	269,633	1007	511,107	1007	842,087	1007	1176	1007	1524,72	1007	1902,9	
1008	23,8319	1008	126,033	1008	313,206	1008	538,589	1008	828,115	1008	1170,8	1008	1506,76	1008	1883,97	
1009	30,9232	1009	94,8176	1009	285,632	1009	529,507	1009	851,214	1009	1180,09	1009	1533,18	1009	1892,87	
1010	55,3627	1010	131,809	1010	282,83	1010	524,993	1010	847,162	1010	1150,3	1010	1531,38	1010	1889,84	
1011	57,7519	1011	108,974	1011	287,266	1011	542,295	1011	843,158	1011	1184,9	1011	1504,96	1011	1898,6	
1012	40,0259	1012	100,218	1012	279,482	1012	534,807	1012	851,746	1012	1144,67	1012	1528,44	1012	1889,66	
1013	38,053	1013	137,596	1013	311,842	1013	540,458	1013	854,589	1013	1175,12	1013	1521,55	1013	1918,81	
1014	11,1682	1014	111,383	1014	292,924	1014	559,483	1014	808,772	1014	1152,25	1014	1503,87	1014	1916,55	
1015	60,5688	1015	120,469	1015	311,195	1015	547,853	1015	837,695	1015	1184,49	1015	1511,65	1015	1910,26	
1016	46,2908	1016	138,983	1016	276,983	1016	534,476	1016	847,314	1016	1145,29	1016	1501,07	1016	1888,87	
1017	53,2751	1017	139,217	1017	279,692	1017	530,273	1017	810,816	1017	1149,98	1017	1512,3	1017	1914,8	
1018	11,5869	1018	137,037	1018	300,14	1018	515,384	1018	809,141	1018	1158,76	1018	1503,83	1018	1891,57	
1019	56,9246	1019	124,929	1019	300,984	1019	531,575	1019	852,706	1019	1184,24	1019	1533,69	1019	1911,83	
1020	28,2281	1020	142,567	1020	278,904	1020	526,985	1020	843,975	1020	1143,82	1020	1520,62	1020	1874,5	
1021	29,346	1021	131,552	1021	298,169	1021	529,594	1021	845,935	1021	1159,41	1021	1524,73	1021	1907,74	
1022	21,3485	1022	144,513	1022	302,642	1022	518,367	1022	831,727	1022	1152,97	1022	1508,21	1022	1865,59	
1023	57,5775	1023	105,806	1023	293,865	1023	544,997	1023	833,755	1023	1168,13	1023	1520,26	1023	1872,21	
1024	35,5751	1024	115,156	1024	276,952	1024	543,977	1024	823,568	1024	1152,6	1024	1490,56	1024	1868,41	
1025	19,6277	1025	133,051	1025	281,621	1025	546,604	1025	806,016	1025	1164,07	1025	1492,12	1025	1886,89	
1026	27,9262	1026	108,345	1026	305,378	1026	545,205	1026	843,277	1026	1141,38	1026	1490,14	1026	1893,29	
1027	37,8232	1027	132,05	1027	282,578	1027	554,105	1027	838,805	1027	1176,01	1027	1505,49	1027	1882,89	
1028	24,5057	1028	99,1382	1028	275,524	1028	517,766	1028	831,707	1028	1167,01	1028	1513,32	1028	1873,5	
1029	29,7388	1029	147,38	1029	277,435	1029	554,051	1029	820,919	1029	1150,67	1029	1507,15	1029	1868,36	
1030	43,3046	1030	117,605	1030	281,271	1030	556,324	1030	831,833	1030	1145,37	1030	1500,44	1030	1875,69	
1031	21,0364	1031	104,417	1031	289,435	1031	530,062	1031	843,349	1031	1148,67	1031	1507,69	1031	1879,2	
1032	13,2305	1032	136,081	1032	292,968	1032	522,972	1032	816,845	1032	1137,25	1032	1511,4	1032	1888,33	
1033	11,916	1033	106,569	1033	322,548	1033	548,83	1033	819,767	1033	1169,88	1033	1507,51	1033	1857,67	
1034	44,5124	1034	119,598	1034	281,208	1034	549,655	1034	815,057	1034	1169,69	1034	1520,38	1034	1888,28	
1035	18,3778	1035	109,195	1035	304,043	1035	521,871	1035	848,375	1035	1135,66	1035	1512,26	1035	1868,28	
1036	61,5618	1036	137	1036	299,696	1036	550,879	1036	827,25	1036	1161,92	1036	1500,69	1036	1837,76	
1037	15,3684	1037	125,976	1037	274,734	1037	523,023	1037	817,746	1037	1139,94	1037	1492,15	1037	1863,2	
1038	51,7848	1038	107,506	1038	284,669	1038	531,936	1038	844,312	1038	1146,9	1038	1512,82	1038	1869,23	
1039	18,2113	1039	100,936	1039	319,312	1039	559,373	1039	853,455	1039	1163,93	1039	1475,34	1039	1876,21	
1040	19,0553	1040	104,856	1040	298,954	1040	560,998	1040	812,656	1040	1138,25	1040	1497,08	1040	1850,77	
1041	33,9993	1041	123,103	1041	308,144	1041	523,959	1041	812,215	1041	1152,87	1041	1492,29	1041	1829,09	
1042	24,2878	1042	127,437	1042	294,715	1042	536,767	1042	845,275	1042	1127,92	1042	1502,12	1042	1847,31	
1043	12,7069	1043	131,284	1043	275,532	1043	520,672	1043	812,605	1043	1172,4	1043	1475,67	1043	1838,28	
1044	54,9973	1044	125,984	1044	280,904	1044	529,422	1044	827,943	1044	1130,9	1044	1468,6	1044	1829,52	
1045	27,9746	1045	135,139	1045	311,172	1045	558,811	1045	834,918	1045	1147,69	1045	1488,32	1045	1826,05	
1046	55,9766	1046	141,698	1046	285,698	1046	553,907	1046	827,32	1046	1167,79	1046	1500,99	1046	1841,28	
1047	33,1776	1047	102,883	1047	302,636	1047	555,599	1047	851,324	1047	1153,27	1047	1507,23	1047	1837,51	
1048	54,972	1048	101,563	1048	320,235	1048	551,016	1048	848,28	1048	1137,22	1048	1500,96	1048	1836,06	
1049	36,2962	1049	103,342	1049	297,717	1049	540,143	1049	830,772	1049	1142,5	1049	1492,56	1049	1857,01	
1050	33,7316	1050	110,668	1050	298,921	1050	565,931	1050	844,063	1050	1122,55	1050	1469,63	1050	1822,44	
1051	50,7023	1051	131,182	1051	299,91	1051	534,029	1051	809,851	1051	1146,12	1051	1491,94	1051	1828,85	
1052	24,9781	1052	146,381	1052	313,862	1052	550,393	1052	802,131	1052	1167,18	1052	1475,04	1052	1834,22	
1053	62,1357	1053	102,945	1053	316,428	1053	555,136	1053	815,343	1053	1118,5	1053	1503,93	1053	1827,56	
1054	12,6318	1054	134,198	1054	295,19	1054	564,325	1054	822,283	1054	1138,9	1054	1500,67	1054	1852,54	
1055	54,8889	1055	114,246	1055	315,414	1055	532,079	1055	818,123	1055	1155,61	1055	1468,32	1055	1811,01	
1056	51,842	1056	150,824	1056	302,381	1056	561,943	1056	823,97	1056	1164,76	1056	1485,28	1056	1830,4	
1057	33,11	1057	136,291	1057	306,826	1057	567,255	1057	803,113	1057	1135,19	1057	1455,27	1057	1845,55	
1058	43,7751	1058	152,996	1058	290,968	1058	539,149	1058	811,8	1058	1136,74	1058	1496,61	1058	1803,34	
1059	40,0315	1059	132,9	1059	290,875	1059	564,97	1059	818,334	1059	1147,39	1059	1478,33	1059	1827,71	
1060	34,8441	1060	134,255	1060	314,532	1060	544,294	1060	802,187	1060	1161,65	1060	1461,62	1060	1806,93	
1061	61,8849	1061	118,017	1061	326,418	1061	517,912	1061	810,896	1061	1140,7	1061	1448,94	1061	1830,13	
1062	47,7652	1062	117,768	1062	301,618	1062	545,95	1062	837,846	1062	1113,05	1062	1455,93	1062	1796,35	
1063	58,2376	1063	122,979	1063	318,691	1063	548,495	1063	837,192	1063	1155,79	1063	1477,75	1063	1817,49	
1064	51,0437	1064	128,269	1064	287,729	1064	552,368	1064	816,097	1064	1128,96	1064	1483,08	1064	1837,91	
1065	51,1638	1065	138,435	1065	294,462	1065	551,854	1065	825,288	1065	1150,91	1065	1446,44	1065	1819,44	
1066	61,261	1066	115,268	1066	282,891	1066	522,883	1066	849,124	1066	1134,66	1066	1462,82	1066	1795,66	
1067	57,3575	1067	122,442	1067	327,227	1067	557,567	1067	815,1	1067	1141,55	1067	1463,64	1067	1801,92	
1068	35,8564	1068	151,888	1068	287,684	1068	537,154	1068	809,77	1068	1128,23	1068	1458,35	1068	1805,98	
1069	53,996	1069	128,66	1069	321,711	1069	544,044	1069	842,321	1069	1122,47	1069	1475,97	1069	1792,29	
1070	25,5002	1070	123,744	1070	291,215	1070	531,594	1070	805,093	1070	1117,02	1070	1444,5	1070	1829,86	
1071	45,1946	1071	135,702	1071	330,912	1071	552,141	1071	840,202	1071	1127,38	1071	1440,85	1071	1782,98	
1072	28,4875	1072	135,975	1072	320,903	1072	541,666	1072	823,277	1072	1152,11	1072	1452,29	1072	1823,61	
1073	26,9381	1073	145,991	1073	285,809	1073	566,191	1073	806,622	1073	1119,54	1073	1445,19	1073	1783,59	
1074	44,1095	1074	115,442	1074	285,129	1074	550,59	1074	807,336	1074	1137,89	1074	1448,6	1074	1798,26	
1075	44,44	1075	117,727	1075	317,681	1075	543,512	1075	835,179	1075	1141,03	1075	1433,23	1075	1779,15	
1076	33,6862	1076	116,41	1076	301,672	1076	521,37	1076	842,076	1076	1137,77	1076	1450,56	1076	1789,84	
1077	55,2373	1077	153,216	1077	323,139	1077	540,045	1077	808,784	1077	1143,85	1077	1457,79	1077	1780,15	
1078	19,1724	1078	152,165	1078	319,824	1078	555,774	1078	803,42	1078	1112,51	1078	1432,25	1078	1815,91	
1079	16,8367	1079	128,485	1079	326,786	1079	560,47	1079	818,591	1079	1149,69	1079	1438,32	1079	1797,51	
1080	20,8818	1080	135,166	1080	283,307	1080	524,948	1080	798,606	1080	1106,36	1080	1455,57	1080	1796,69	
1081	63,6625	1081	151,372	1081	301,487	1081	532,43	1081	803,842	1081	1121,09	1081	1427	1081	1792,92	
1082	45,1502	1082	141,132	1082	287,684	1082	554,53	1082	815,891	1082	1106,43	1082	1469,03	1082	1804,81	
1083	45,0755	1083	153,377	1083	309,302	1083	543,985	1083	822,038	1083	1110,59	1083	1434,12	1083	1791,78	
1084	32,444	1084	112,069	1084	289,596	1084	530,778	1084	808,196	1084	1144,47	1084	1463,88	1084	1776,91	
1085	42,0854	1085	149,915	1085	297,942	1085	543,679	1085	819,884	1085	1128,82	1085	1442,75	1085	1759,75	
1086	39,2558	1086	108,223	1086	300,95	1086	555,558	1086	802,765	1086	1104,9	1086	1447,2	1086	1764,91	
1087	39,6308	1087	143,179	1087	316,159	1087	535,538	1087	806,536	1087	1119,39	1087	1460,53	1087	1799,82	
1088	58,7867	1088	137,986	1088	293,988	1088	526,408	1088	830,84	1088	1120,8	1088	1426,7	1088	1756,3	
1089	26,7317	1089	118,736	1089	288,909	1089	560,482	1089	809,307	1089	1121,86	1089	1422	1089	1782,57	
1090	59,5712	1090	117,784	1090	286,136	1090	549,63	1090	839,565	1090	1141,31	1090	1435,37	1090	1755,63	
1091	39,1326	1091	135,266	1091	322,546	1091	546,145	1091	840,136	1091	1133,09	1091	1425,77	1091	1769,61	
1092	53,5176	1092	138,74	1092	306,91	1092	563,206	1092	817,792	1092	1102,49	1092	1414,73	1092	1747,86	
1093	24,484	1093	109,058	1093	285,324	1093	526,198	1093	823,628	1093	1122,36	1093	1429,29	1093	1746,85	
1094	30,34	1094	120,276	1094	292,473	1094	542,23	1094	842,618	1094	1130,38	1094	1439,56	1094	1776,13	
1095	24,3943	1095	113,359	1095	289,95	1095	547,281	1095	804,774	1095	1100,72	1095	1435,38	1095	1781,12	
1096	45,1435	1096	130,048	1096	333,346	1096	544,151	1096	823,922	1096	1129,21	1096	1408,34	1096	1754,41	
1097	37,1312	1097	115,618	1097	316,607	1097	563,833	1097	823,422	1097	1098,95	1097	1433,68	1097	1778,28	
1098	52,2724	1098	146,64	1098	324,281	1098	562,871	1098	808,657	1098	1133,15	1098	1431,88	1098	1748,1	
1099	30,622	1099	147,993	1099	329,572	1099	561,152	1099	801,033	1099	1092,3	1099	1452,49	1099	1760,88	
1100	40,2195	1100	127,163	1100	328,697	1100	538,595	1100	827,82	1100	1131,67	1100	1438,82	1100	1749,78	
1101	31,5678	1101	116,195	1101	287,058	1101	536,679	1101	823,17	1101	1088,59	1101	1437,11	1101	1756,38	
1102	44,344	1102	115,279	1102	302,771	1102	563,959	1102	820,033	1102	1104,35	1102	1432,54	1102	1767,4	
1103	59,8539	1103	124,901	1103	316,663	1103	558,269	1103	816,973	1103	1101,16	1103	1402,39	1103	1723,74	
1104	58,322	1104	144,466	1104	329,142	1104	550,384	1104	810,998	1104	1092,32	1104	1415,24	1104	1746,44	
1105	56,9814	1105	124,021	1105	334,54	1105	527,261	1105	827,675	1105	1108,07	1105	1409,42	1105	1745,84	
1106	60,3458	1106	148,447	1106	327,136	1106	558,071	1106	808,624	1106	1121,1	1106	1407,95	1106	1755,91	
1107	31,739	1107	141,039	1107	317,695	1107	566,655	1107	827,007	1107	1126	1107	1441,78	1107	1723,03	
1108	46,6648	1108	145,027	1108	288,861	1108	559,73	1108	793,241	1108	1103,38	1108	1439,48	1108	1762,22	
1109	21,6669	1109	159,136	1109	336,053	1109	531,827	1109	811,057	1109	1123,87	1109	1412,9	1109	1734,72	
1110	51,2676	1110	151,753	1110	327,305	1110	526,919	1110	797,686	1110	1126,77	1110	1414,14	1110	1754,26	
1111	47,3826	1111	115,241	1111	324,752	1111	530,926	1111	825,505	1111	1108,88	1111	1435,84	1111	1709,9	
1112	30,3655	1112	148,897	1112	300,531	1112	537,086	1112	837,031	1112	1123,38	1112	1388,85	1112	1706,82	
1113	23,7455	1113	146,19	1113	307,187	1113	537,056	1113	817,044	1113	1079,61	1113	1433,46	1113	1708,19	
1114	22,3006	1114	142,397	1114	331,707	1114	568,367	1114	790,101	1114	1103,48	1114	1410,69	1114	1730,23	
1115	60,2268	1115	124,487	1115	293,677	1115	520,872	1115	816,445	1115	1087,37	1115	1423,08	1115	1711,93	
1116	46,1308	1116	153,251	1116	320,773	1116	541,544	1116	831,928	1116	1122,47	1116	1431,78	1116	1718,61	
1117	38,2084	1117	148,9	1117	306,615	1117	564,27	1117	815,296	1117	1082,41	1117	1390,75	1117	1741,03	
1118	54,0704	1118	140,96	1118	332,035	1118	562,479	1118	791,892	1118	1104,15	1118	1382,68	1118	1723,54	
1119	36,6602	1119	120,218	1119	296,744	1119	527,192	1119	805,762	1119	1077,03	1119	1387,66	1119	1698,12	
1120	64,7081	1120	139,991	1120	294,155	1120	520,747	1120	801,818	1120	1086,53	1120	1403,01	1120	1703,27	
1121	41,7715	1121	154,923	1121	289,629	1121	520,139	1121	830,033	1121	1081	1121	1377,46	1121	1726,47	
1122	38,0334	1122	147,089	1122	318,453	1122	545,691	1122	804,476	1122	1075,81	1122	1389,83	1122	1701,35	
1123	28,7716	1123	151,26	1123	317,493	1123	552,031	1123	805,42	1123	1105,15	1123	1374,51	1123	1734,19	
1124	64,8154	1124	161,928	1124	317,914	1124	563,89	1124	817,587	1124	1119,53	1124	1386,22	1124	1718,72	
1125	34,1048	1125	128,095	1125	328,591	1125	538,818	1125	827,749	1125	1076,94	1125	1412,5	1125	1703,31	
1126	38,6963	1126	141,072	1126	339,653	1126	556,973	1126	789,251	1126	1112,81	1126	1373,13	1126	1699,45	
1127	63,4486	1127	137,697	1127	293,121	1127	563,428	1127	818,86	1127	1102,79	1127	1400,68	1127	1681,82	
1128	54,4473	1128	117,883	1128	327,207	1128	529,83	1128	817,177	1128	1077,89	1128	1386,55	1128	1704,41	
1129	17,8429	1129	115,791	1129	296,052	1129	553,223	1129	789,199	1129	1080,04	1129	1394,34	1129	1701,94	
1130	64,1958	1130	129,392	1130	290,361	1130	525,902	1130	795,218	1130	1097,07	1130	1414,22	1130	1699,53	
1131	21,4038	1131	140,982	1131	320,067	1131	561,685	1131	804,715	1131	1074,13	1131	1410,07	1131	1679,39	
1132	20,1903	1132	138,664	1132	291,6	1132	556,252	1132	785,945	1132	1074,42	1132	1404,62	1132	1709,78	
1133	41,8811	1133	153,288	1133	290,751	1133	547,243	1133	785,504	1133	1105,58	1133	1386,4	1133	1688,46	
1134	38,514	1134	133,195	1134	319,976	1134	554,676	1134	805,272	1134	1069,25	1134	1397,5	1134	1673,66	
1135	45,9735	1135	151,811	1135	304,719	1135	552,359	1135	800,855	1135	1076,98	1135	1391,76	1135	1668,03	
1136	55,0416	1136	115,901	1136	291,445	1136	545,85	1136	791,907	1136	1073,65	1136	1388,87	1136	1673,15	
1137	40,1497	1137	124,587	1137	338,656	1137	525,236	1137	819,291	1137	1110,15	1137	1375,2	1137	1672,54	
1138	62,137	1138	130,768	1138	338,349	1138	558,151	1138	815,375	1138	1093,76	1138	1367,27	1138	1698,01	
1139	31,5552	1139	122,83	1139	337,682	1139	523,071	1139	783,244	1139	1102,68	1139	1375,04	1139	1702,13	
1140	34,4472	1140	136,754	1140	321,824	1140	550,216	1140	803,865	1140	1089,6	1140	1361,39	1140	1661,47	
1141	40,4062	1141	129,31	1141	314,678	1141	567,465	1141	784,979	1141	1084,74	1141	1369,03	1141	1701,77	
